Fecha y hora,Departamento,Localidad,Jurisdiccion ,Tipo de Siniestro,Vehiculo,Rol,Edad,Sexo,Fallecido a los Dias,Otro vehiculo,Lugar del Siniestro,X,Y
25/03/2013 23:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,20,M,1,,CHILE esq. REPUBLICA ARGENTINA,56.860.239.797.966,61.388.625.056.997
27/03/2013 11:30,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,82,M,28,MOTO,RUTA 8 km. 21,,
27/03/2013 15:40,FLORIDA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,38,M,1,AUTO,RUTA 5 km. 94,,
27/03/2013 15:40,FLORIDA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,67,F,0,AUTO,RUTA 5 km. 94,,
29/03/2013 03:10,CANELONES,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,,M,0,CAMIONETA,FRANCISCO ACUNA DE FIGUEROA esq. JOSE BATLLE Y ORDONEZ,5.658.167.875.943,61.788.502.638.232
30/03/2013 16:45,PAYSANDU,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,79,M,0,,RUTA 3 km. 381,40.166.690.469.509,64.249.862.256.453
30/03/2013 18:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,49,M,0,CAMIONETA,AV. ITALIA esq. SANTANA,58.071.508.492.623,613.908.907.646.054
30/03/2013 19:30,RIO NEGRO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,55,M,0,CAMION,RUTA 25  km. 3,,
31/03/2013 06:00,MALDONADO,SAN FRANSISCO,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,35,M,1,,CALLE 3 esq. CALLE 13,65.781.711.965.874,613.820.916.702.351
31/03/2013 16:30,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,10,F,2,OMNIBUS,RUTA 5 esq. LUIS BATLLE BERRES,56.793.852.836.507,614.233.163.113.973
31/03/2013 19:30,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,18,M,1,OMNIBUS,AVENIDA PEREZ BUTLER esq. FRANCISCO MACHADO,59.930.870.615.965,614.837.903.610.398
31/03/2013 19:50,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,20,M,1,AUTO,AVENIDA DOCTOR CARLOS NERY esq. JAEN,57.975.271.764.172,614.427.835.796.452
1/4/2013 0:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,33,M,0,AUTO,AVENIDA 18 DE JULIO esq. JUAN PAULLIER,57.594.751.888.799,613.782.906.912.431
1/4/2013 21:50,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,78,M,0,CAMION,RUTA 26 km. 78,45.880.661.670.589,646.065.399.876.763
2/4/2013 8:20,PAYSANDU,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,F,1,MOTO,SARANDI esq. GENERAL EUGENIO GARZON,39.634.885.239.667,642.390.638.655.632
3/4/2013 7:50,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,22,M,0,CAMIONETA,RUTA 1 esq. AVENIDA DOCTOR SANTIN CARLOS ROSSI,56.833.236.126.711,614.177.186.573.712
3/4/2013 14:45,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,31,M,0,AUTO,RUTA 5 esq. RUTA DE ACCESO,56.793.852.836.507,614.233.163.113.973
3/4/2013 16:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,31,M,1,CAMION,CAMAMBU esq. RUPERTO PEREZ,56.950.769.044.075,614.108.194.181.468
5/4/2013 6:48,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,32,M,6,AUTO,CONCILIACION esq. BENITO RIQUET,57.083.074.268.676,614.208.167.200.047
6/4/2013 17:20,SAN JOSE,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,19,M,0,,RUTA 3 km. 95,52.677.692.869.487,620.228.488.875.369
6/4/2013 17:20,SAN JOSE,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,23,M,1,,RUTA 3 km. 95,52.677.692.869.487,620.228.488.875.369
7/4/2013 0:45,CANELONES,TALA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,0,MOTO,RUTA 7 km. 79,,
7/4/2013 6:00,CANELONES,PROGRESO,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,31,M,0,,CESAR MAYO GUTIERREZ esq. ARAUCARIA,57.080.758.699.544,616.434.518.111.042
8/4/2013 13:00,PAYSANDU,N/C,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,28,M,0,,RUTA DE LOS CHARRUAS,53.587.147.576.745,642.585.650.793.708
9/4/2013 11:10,ARTIGAS,ARTIGAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,61,M,11,MOTO,GRAL. GARZON esq. BELLA UNION,55.014.648.824.811,663.555.107.436.301
9/4/2013 18:50,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,PEATON,PEATON,42,M,0,MOTO,AVENIDA GENERAL RONDEAU esq. CORONEL FRANCISCO TAJES,57.370.949.439.721,613.911.739.780.564
11/4/2013 6:30,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,19,M,0,MAQUINARIA,RUTA 67 km 31.300.,57.207.428.907.217,61.582.146.403.667
11/4/2013 21:00,LAVALLEJA,N/C,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,48,M,0,CAMIONETA,RUTA 8 km. 187,70.473.127.860.494,623.452.570.275.715
12/4/2013 6:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,58,F,1,OMNIBUS,AVENIDA OCHO DE OCTUBRE  esq. AGUSTIN ABREU,57.768.753.313.452,613.988.356.332.096
12/4/2013 19:20,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,61,M,1,MOTO,BOULEVARD JOSE BATLLE Y ORDONEZ esq. JOSE ARECHAVALETA,5.742.629.373.587,614.345.966.499.669
12/4/2013 20:50,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,48,M,0,CAMIONETA,AVENIDA GIANNATASIO Km.23,58.961.344.546.387,614.146.895.366.035
13/04/2013 00:01,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,CAMIONETA,CONDUCTOR,42,M,0,,LIMA esq. REPUBLICA,57.493.697.207.579,613.853.472.269.523
13/04/2013 02:18,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,61,F,0,AUTO,AVENIDA ITALIA esq. BOULEVARD JOSE BATLLE Y ORDONEZ,57.874.897.858.947,613.920.790.644.232
14/04/2013 02:05,COLONIA,NUEVA HELVECIA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,F,0,CAMIONETA,AV. BATLLE Y ORDONEZ fte a Land House,47.844.061.861.041,620.382.757.180.564
14/04/2013 04:35,TACUAREMBO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,51,M,0,AUTO,RUTA 5 km. 387,,
14/04/2013 09:15,FLORIDA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,49,M,0,AUTO,RUTA 5 km. 101,57.039.213.217.664,623.005.358.518.371
14/04/2013 19:40,SAN JOSE,N/C,NACIONAL,ATROPELLO DE ANIMALES,CABALLO,CONDUCTOR,20,M,0,AUTO,RUTA 1 km. 42,54.412.754.952.721,61.603.281.451.134
14/04/2013 19:40,SAN JOSE,N/C,NACIONAL,ATROPELLO DE ANIMALES,AUTO,CONDUCTOR,44,M,0,CABALLO,RUTA 1 km. 42,54.412.754.952.721,61.603.281.451.134
15/04/2013 00:50,TACUAREMBO,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,21,M,0,,RUTA 5 km. 338,58.375.069.522.617,644.485.835.158
15/04/2013 15:15,FLORIDA,N/C,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,31,M,0,MAQUINARIA,CAMINO NACIONAL a 1 km de LA CRUZ,57.087.353.952.158,624.445.043.575.604
17/04/2013 22:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,45,M,1,,DOCTOR CARLOS MARIA DE PENA esq. CORONILLA,57.072.859.304.649,61.440.341.096.317
20/04/2013 00:00,MALDONADO,PIRIAPOLIS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,17,M,1,MOTO,RAMBLA entre TRAPANI Y FREIRE,65.746.522.312.162,614.044.701.733.254
20/04/2013 05:00,DURAZNO,DURAZNO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,1,CAMIONETA,PLZA ARTIGAS esq. DOCTOR E. PENZA,54.432.216.976.294,630.677.596.470.225
21/04/2013 00:50,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,20,F,0,MOTO,DIECIOCHO DE JULIO esq. PROF. JULIO CASTRO,59.547.055.891.147,648.970.775.434.327
21/04/2013 05:30,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,60,M,0,CAMIONETA,RUTA 11 km. 95,,
21/04/2013 08:55,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,M,1,AUTO,CAMINO FAUQUET esq. ROTONDA,56.711.127.251.169,615.252.147.160.696
21/04/2013 20:00,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,,M,0,CAMIONETA,RUTA 5 esq. RUTA 81,56.583.501.031.894,618.999.366.270.586
22/04/2013 07:00,RIVERA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,59,M,0,CAMIONETA,RUTA 5 km. 468,62.835.331.154.843,654.836.443.840.488
22/04/2013 13:20,CANELONES,CAPITAN JUAN ARTIGAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,2,CAMION,PASO ESCOBAR esq. VENTURA,5.909.255.339.523,615.201.016.442.371
22/04/2013 15:30,MALDONADO,SOLIS,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,58,M,0,,CAMINO DE LAS SIERRAS a 200m de Villa Rural,64.743.326.139.103,615.513.033.106.806
22/04/2013 16:45,SAN JOSE,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,CAMIONETA,PASAJERO,57,M,0,,RUTA 1 km. 90,,
22/04/2013 18:50,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,80,M,1,MOTO,AVENIDA GENERAL FLORES esq. DOCTOR JUAN JOSE DE AMEZAGA,57.451.227.156.687,613.930.828.101.237
24/04/2013 06:50,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,67,M,1,MOTO,AVENIDA AGRACIADA esq. CORONEL FRANCISCO TAJES,57.394.818.483.226,613.919.540.782.054
25/04/2013 07:15,MALDONADO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,59,F,0,CAMION,RUTA 9 km. 139,6.904.797.774.141,615.077.006.257.741
25/04/2013 09:55,COLONIA,CONCHILLAS,NACIONAL,DESPISTE,AUTO,CONDUCTOR,33,M,0,,RUTA 21 km. 227,37.005.200.455.652,625.179.933.312.113
25/04/2013 12:15,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,CAMION,PASAJERO,63,M,0,CAMION,RUTA 102 esq. CAMINO FAUQUET,5.694.881.181.309,614.972.047.727.969
25/04/2013 19:30,COLONIA,COLONIA DEL SACRAMENTO,DEPARTAMENTAL,CAIDA,MOTO,PASAJERO,45,M,0,,RUTA 1 VIEJA - PTE. ARROYO LA CABALLADA,42.472.614.514.346,618.674.548.909.615
26/04/2013 07:50,CANELONES,EMPALME OLMOS,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,28,M,0,CAMION,RUTA 8 km. 45,,
26/04/2013 19:00,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,F,0,AUTO,RUTA 32 km. 22,,
27/04/2013 13:52,TACUAREMBO,TACUAREMBO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,59,F,0,CAMION,RUTA 26 esq. GRAL. MANUEL ORIBE Radial la Plaqueta,5.932.417.071.632,648.888.383.702.335
27/04/2013 21:10,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,,M,0,OMNIBUS,RUTA 101 esq. AVENIDA CALCAGNO,59.008.436.428.057,614.399.245.863.943
27/04/2013 23:00,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,30,M,1,AUTO,RUTA 7 km. 30,58.839.103.101.736,616.020.207.376.275
28/04/2013 15:35,RIVERA,N/C,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,12,F,0,CAMIONETA,CAMINO CURTICEIRAS  a 1 km de Escuela 40,63.113.595.379.641,656.301.284.579.753
30/04/2013 18:20,SAN JOSE,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,1,F,0,CAMION,RUTA 11 km. 60,,
30/04/2013 18:20,SAN JOSE,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,32,F,0,CAMION,RUTA 11 km. 60,,
30/04/2013 18:20,SAN JOSE,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,39,M,0,CAMION,RUTA 11 km. 60,,
30/04/2013 18:20,SAN JOSE,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,67,M,0,CAMION,RUTA 11 km. 60,,
30/04/2013 18:20,SAN JOSE,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,65,F,0,CAMION,RUTA 11 km. 60,,
30/04/2013 19:00,SALTO,SALTO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,39,M,0,,AVENIDA SOLARI frente Cementerio Parque,40.759.398.457.655,652.394.101.973.314
30/04/2013 19:10,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,81,M,1,OMNIBUS,PEDRO GIRALT esq. ALAGOAS,56.898.137.214.782,614.282.871.728.374
1/5/2013 21:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,,M,0,,OCHO esq. CAMINO TENIENTE GALEANO,57.623.097.832.255,614.543.349.654.542
2/5/2013 16:31,SORIANO,DOLORES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,70,M,1,AUTO,CONTINUACION RICO PUPO esq. PERIMETRAL,38.796.616.682.817,62.899.636.323.051
2/5/2013 19:00,ROCHA,CHUY,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,74,M,0,CAMIONETA,RUTA 19 esq. ARROYO CONVENTOS,82.740.264.345.325,62.663.787.703.441
3/5/2013 22:40,FLORIDA,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,55,M,0,,RUTA 6 km. 193,63.120.226.515.378,630.011.838.230.488
5/5/2013 4:45,ROCHA,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,20,M,0,,RUTA 14 km. 500,82.032.457.225.942,624.123.454.432.528
6/5/2013 7:45,RIVERA,RIVERA,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,20,M,0,,AVENIDA MANUEL ORIBE,63.943.798.617.378,657.825.054.103.854
6/5/2013 20:15,RIO NEGRO,N/C,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,55,M,1,AUTO,RUTA PUENTE PUERTO esq. YAROS,37.999.850.777.152,633.414.039.638.596
8/5/2013 8:25,CERRO LARGO,MELO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,17,M,1,AUTO,F. MATA esq. JOSE BATLLE Y ORDONEZ,76.678.410.841.331,641.491.716.502.724
8/5/2013 19:15,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,40,M,0,CAMIONETA,RUTA 3 km. 330,,
9/5/2013 3:10,RIO NEGRO,ALGORTA,NACIONAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,31,M,1,,RUTA 25 km. 31,,
11/5/2013 2:50,CANELONES,ATLANTIDA,NACIONAL,CAIDA,MOTO,CONDUCTOR,41,M,0,,RUTA INTERBALNEARIA km. 45,,
11/5/2013 4:15,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,20,F,0,,VEINTICINCO DE MAYO esq. VEINTICINCO DE AGOSTO,59.642.183.034.504,649.085.540.039.931
11/5/2013 4:15,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,20,F,0,,VEINTICINCO DE MAYO esq. VEINTICINCO DE AGOSTO,59.642.183.034.504,649.085.540.039.931
11/5/2013 19:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,49,M,1,MOTO,DUNANT esq. CESAR BATLLE PACHECO,57.905.227.626.202,614.593.945.139.234
11/5/2013 20:10,SAN JOSE,SAN JOSE,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,15,F,2,CAMION,RUTA 3 esq. APARICIO SARAVIA,52.504.476.754.671,619.933.967.999.764
12/5/2013 0:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,16,M,0,AUTO,MARIANO SOLER esq. PESTALOZZI,5.748.166.329.519,614.209.099.942.939
12/5/2013 1:30,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,37,M,0,CAMIONETA,RUTA 64 km. 5,,
12/5/2013 3:30,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,MOTO,RUTA 8 km. 59,62.173.200.940.384,616.324.639.773.632
12/5/2013 4:25,COLONIA,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,57,F,0,,RUTA 1 km 124,,
12/5/2013 4:45,LAVALLEJA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,25,M,1,CAMIONETA,RUTA 12 esq. CARLOS FALCO,66.216.264.501.646,619.336.590.650.365
12/5/2013 6:00,ARTIGAS,BELLA UNION,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,25,M,1,,JOSE ARTIGAS esq. PABLO ACOSTA,44.266.784.144.352,665.232.309.628.693
12/5/2013 16:30,CANELONES,N/C,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,34,M,0,CAMION,CAMINO LA YOLANDA esq. CON. PERUGORRIA,5.684.208.471.162,615.713.402.465.878
12/5/2013 22:35,DURAZNO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,M,0,MOTO,RUTA 5 km. 248,,
13/05/2013 18:30,DURAZNO,DURAZNO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,72,M,1,MOTO,DAMASO ANTONIO LARRANAGA esq. JOSE BATLLE Y ORDONEZ,54.372.975.503.501,630.675.250.319.359
14/05/2013 18:50,CANELONES,JOAQUIN SUAREZ,NACIONAL,ATROPELLO DE PEATON,CAMIONETA,CONDUCTOR,82,F,6,CAMIONETA,RUTA 74 esq. CAMINO DEL INDIO,5.892.028.527.951,615.496.867.678.764
15/05/2013 12:32,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,62,M,0,CAMION,RUTA 26 km. 78,,
17/05/2013 03:00,PAYSANDU,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,41,M,1,,RUTA 90 km. 81,,
17/05/2013 07:10,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,34,M,1,CAMIONETA,CAMINO TENIENTE GALEANO esq. CESAR BATLLE PACHECO,57.906.508.734.934,614.585.150.896.204
18/05/2013 04:00,SALTO,SALTO,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,36,M,0,,COSTANERA SUR Y ACUNA DE FIGUEROA,4.063.526.479.798,652.597.451.233.976
19/05/2013 01:10,CANELONES,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,47,M,0,,RUTA 80 km 93,62.463.380.807.606,618.426.105.684.578
19/05/2013 09:00,SALTO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,48,F,0,AUTO,RUTA 3 km 482,41.090.851.427.842,652.335.700.841.141
19/05/2013 09:00,SALTO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,51,M,0,AUTO,RUTA 3 km 482,41.090.851.427.842,652.335.700.841.141
19/05/2013 14:40,CANELONES,LA PAZ,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,5,F,1,AUTO,TERESA MUNOZ esq. PEDRO ROSA GIFFUNI,57.085.865.184.327,615.407.428.575.128
20/05/2013 08:45,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,42,M,0,,AVENIDA GENERAL ARTIGAS esq. AVENIDA COSTANERA,6.016.249.002.222,614.968.906.452.015
20/05/2013 13:25,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,1,CARRO,BOULEVARD APARICIO SARAVIA esq. JUAN ACOSTA,5.764.083.124.914,614.493.059.987.192
22/05/2013 18:00,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,33,F,0,OMNIBUS,AVENIDA PEREZ BUTLER esq. CIUDAD DE CANELONES,59.752.280.601.548,614.883.951.059.365
23/05/2013 06:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,55,M,0,,CAMINO MELILLA esq. CAMINO SERE,56.579.838.536.819,615.540.436.514.793
23/05/2013 17:20,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,M,5,AUTO,MATILDE PACHECO DE BATLLE Y ORDONEZ esq. OFICIAL TRES --CASAVALLE--,57.629.966.755.673,614.606.857.279.248
25/05/2013 06:00,MONTEVIDEO,MONTEVIDEO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,29,F,0,CAMION,RUTA 8 km. 19,,
26/05/2013 14:50,SAN JOSE,CIUDAD DEL PLATA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,,M,1,MOTO,RUTA 1 esq. EDUARDO PASCUAL,55.043.178.921.903,615.579.979.230.669
26/05/2013 19:00,DURAZNO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,53,M,1,MOTO,RUTA 14 esq. CNO. ROSSI,54.257.813.782.478,630.547.008.420.067
26/05/2013 19:25,CANELONES,JOAQUIN SUAREZ,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,42,F,0,AUTO,RUTA 74 km. 27,,
26/05/2013 21:30,FLORIDA,CERRO CHATO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,57,M,1,MOTO,RUTA 7 km. 250,6.741.865.355,63.343.847.677
27/05/2013 23:10,CANELONES,CIUDAD DE LA COSTA,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,,M,0,MOTO,RUTA INTERBALNEARIA km. 29,,
28/05/2013 18:35,CANELONES,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,68,M,1,,RUTA 5 km. 40,,
28/05/2013 18:51,CERRO LARGO,RAMON TRIGO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,55,M,0,CAMION,RUTA 26 km. 388,,
30/05/2013 22:50,TREINTA Y TRES,VERGARA,NACIONAL,ATROPELLO DE ANIMALES,CABALLO,CONDUCTOR,63,M,0,CAMION,RUTA 18 km. 340 esq. CEBOLLATI,78.519.625.775.035,635.097.930.714.712
31/05/2013 17:35,CANELONES,SANTA LUCIA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,56,F,1,OMNIBUS,SANTA LUCIA esq. CORONEL PEIRAN,58.607.753.217.574,616.561.192.972.457
1/6/2013 6:28,MALDONADO,SAN CARLOS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,41,M,0,CAMIONETA,RUTA 39 km 13 (prox. Pte. Arroyo de los Ceibos),68.825.093.145.659,614.552.255.571.522
1/6/2013 6:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,30,M,0,OMNIBUS,AVENIDA DON PEDRO DE MENDOZA esq. CAMINO TRABAL,57.640.954.905.718,615.443.817.514.666
1/6/2013 19:50,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,46,M,0,CAMIONETA,CAMINO REPETTO esq. DOMINGO MORA,58.302.737.649.357,614.893.293.114.328
2/6/2013 1:10,LAVALLEJA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,53,M,0,CAMION,RUTA 12 km. 320,,
2/6/2013 6:24,MALDONADO,PAN DE AZUCAR,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,22,M,0,,ELIAS DE VICENZI  esq. PEDRO ALFONSO,66.230.883.088.276,615.089.988.656.147
3/6/2013 10:10,RIVERA,RIVERA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,39,F,0,OMNIBUS,AVENIDA ITALIA esq. ELIAS REGULES,63.729.678.903.475,657.923.577.302.895
