Fecha y hora,Departamento,Localidad,Jurisdiccion ,Tipo de Siniestro,Vehiculo,Rol,Edad,Sexo,Fallecido a los Dias,Otro vehiculo,Lugar del Siniestro,X,Y
26/10/2013 22:30,COLONIA,FLORENCIO SANCHEZ,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,27,M,1,BICICLETA,OCHO DE OCTUBRE esq. CALERA DE LAS HUERFANAS,46.600.175.691.279,62.511.081.669.917
27/10/2013 02:15,LAVALLEJA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,0,CAMIONETA,RUTA 39 km. 101,70.054.875.639.061,622.142.989.577.516
27/10/2013 15:20,ARTIGAS,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,1,M,0,,RUTA 30 km. 167,5.639.379.645,66.033.632.395
27/10/2013 23:30,CANELONES,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,25,F,1,,RUTA 11 km. 158,61.019.488.964.042,615.960.943.281.245
28/10/2013 14:00,MALDONADO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,81,M,0,CAMION,RUTA 9 esq. RUTA 104,69.505.119.349.823,614.894.759.350.524
28/10/2013 14:00,MALDONADO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,78,F,0,CAMION,RUTA 9 esq. RUTA 104,69.505.119.349.823,614.894.759.350.524
28/10/2013 16:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,73,F,2,OMNIBUS,GUADALUPE esq. AVENIDA GENERAL GARIBALDI,5.756.828.007.379,613.993.730.074.643
28/10/2013 19:30,CERRO LARGO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,41,M,0,CAMION,RUTA 26 esq. RUTA 7,74.920.941.286,641.338.220.486.958
29/10/2013 07:45,MALDONADO,PAN DE AZUCAR,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,CAMION,INDIO MIGUEL esq. FRATERNIDAD,66.243.303.518.991,615.089.834.771.498
29/10/2013 14:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,23,M,0,CAMION,POLONIA esq. SUECIA,56.796.911.674.743,613.967.123.965.932
29/10/2013 22:20,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,44,M,1,OMNIBUS,DOCTOR POUEY esq. TALCA,57.106.957.938.227,615.733.185.207.302
1/11/2013 7:15,PAYSANDU,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,30,M,0,,RUTA 90 km. 81,,
2/11/2013 21:30,CANELONES,BARROS BLANCOS,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,59,M,0,,MIGUEL FURRIOL esq. GENERAL ARTIGAS,59.534.434.277.606,615.698.614.551.305
3/11/2013 2:55,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,39,M,0,,RAMBLA DOCTOR BALTASAR BRUM esq. INGENIERO JUAN ALBERTO CAPURRO,57.149.447.933.728,614.074.262.417.787
3/11/2013 9:40,MALDONADO,LA BARRA,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,29,M,0,,CAMINO LOS FLAMENCOS,69.607.620.107.091,613.515.166.174.671
4/11/2013 15:00,MALDONADO,CERRO PELADO,DEPARTAMENTAL,DESPISTE,AUTO,PASAJERO,28,M,0,,BENITO NARDONE esq. AREQUITA,68.480.048.913.073,613.830.337.852.458
4/11/2013 23:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,36,F,1,AUTO,COIMBRA esq. AVENIDA GENERAL JOSE MARIA PAZ,58.400.446.954.789,613.809.917.896.709
8/11/2013 1:00,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,ATROPELLO DE PEATON,MOTO,PEATON,61,M,0,MOTO,ELIAS REGULES esq. COSTA RICA,57.193.519.536.741,615.834.910.027.392
8/11/2013 13:15,PAYSANDU,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,12,AUTO,AVENIDA SORIANO esq. DOCTOR JOSE VEROCAY,39.892.939.895.813,642.279.121.032.411
8/11/2013 17:25,LAVALLEJA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,OMNIBUS,PASAJERO,61,F,1,CAMION,RUTA 8 km. 162,69.267.454.412.863,621.764.310.668.332
8/11/2013 17:25,LAVALLEJA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,OMNIBUS,PASAJERO,71,F,2,CAMION,RUTA 8 km. 162,69.267.454.412.863,621.764.310.668.332
9/11/2013 7:00,RIO NEGRO,YOUNG,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,19,M,1,,DIECIOCHO DE JULIO esq. SIN NOMBRE,44.167.055.027.488,638.216.737.872.309
9/11/2013 17:20,CANELONES,JOAQUIN SUAREZ,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,80,M,18,MOTO,ZABALA esq. BULEVAR ARTIGAS,58.836.701.622.454,615.591.829.087.864
9/11/2013 18:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,86,M,3,CAMIONETA,VEINTIUNO DE SETIEMBRE esq. FRANCISCO VIDAL,57.760.766.162.277,613.547.436.202.134
9/11/2013 19:00,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,47,M,0,BICICLETA,AVENIDA DE LAS AMERICAS esq. AVENIDA A LA PLAYA,58.902.872.935.511,614.293.693.008.521
9/11/2013 19:00,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,52,M,0,MOTO,AVENIDA DE LAS AMERICAS esq. AVENIDA A LA PLAYA,58.902.872.935.511,614.293.693.008.521
9/11/2013 20:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,16,M,0,MOTO,CAMINO PASO DE LA ESPANOLA esq. ARGOS,5.802.263.888.145,614.873.789.945.783
9/11/2013 20:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,MOTO,CAMINO PASO DE LA ESPANOLA esq. ARGOS,5.802.263.888.145,614.873.789.945.783
10/11/2013 3:20,MALDONADO,LA SONRISA,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,21,M,3,,PASAJE LAS ROSAS casi El Basurero,68.713.036.578.523,613.812.499.705.739
10/11/2013 5:35,COLONIA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,31,M,0,MOTO,RUTA 52 Km 122,,
10/11/2013 5:35,COLONIA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,27,M,0,MOTO,RUTA 52 Km 122,,
13/11/2013 21:20,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,60,M,0,OMNIBUS,RUTA 6 km. 21,,
14/11/2013 19:00,CANELONES,LA PAZ,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,86,M,1,MOTO,DOCTOR POUEY esq. DOCTOR BARRIOS AMORIN,57.104.896.330.453,615.514.229.298.267
14/11/2013 21:10,ROCHA,CHUY,DEPARTAMENTAL,ATROPELLO DE ANIMALES,MOTO,CONDUCTOR,76,M,5,,SAMUEL PRILIAC esq. ARROYO SAN MIGUEL,82.833.805.892.249,626.598.965.766.625
15/11/2013 16:20,CANELONES,PROGRESO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,11,F,1,AUTO,CESAR MAYO GUTIERREZ esq. BOULEVARD BOLIVAR,57.040.317.680.231,616.475.220.404.735
15/11/2013 16:30,DURAZNO,DURAZNO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,16,M,1,BICICLETA,JOSE BATLLE Y ORDONEZ esq. DOCTOR RAUL SANTINI PELUFFO,5.458.273.229.394,630.563.812.474.575
16/11/2013 04:23,COLONIA,CARMELO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,20,M,1,,DIECINUEVE DE ABRIL esq. DEFENSA,38.134.538.714.028,623.678.817.025.257
17/11/2013 03:00,CERRO LARGO,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,25,M,0,,RUTA 18 km. 4,84.059.747.271.945,638.626.024.229.232
18/11/2013 10:15,MALDONADO,GARZON,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,60,F,0,CAMION,CAMINO VECINAL,72.487.323.386.314,616.865.166.729.367
19/11/2013 12:30,FLORES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,57,F,1,CAMION,RUTA 3 km. 186,51.051.882.701.763,628.882.881.377.124
21/11/2013 20:00,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,60,F,11,AUTO,RUTA 8 km. 60,62.272.258.134.646,616.331.157.929.638
23/11/2013 00:45,RIVERA,LA PEDRERA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,17,M,1,MOTO,GUIDO MACHADO BRUM esq. TORRES DE MEDEIROS,63.887.106.301.663,657.710.613.751.967
23/11/2013 17:22,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,,M,3,AUTO,DOCTOR CARLOS MARIA DE PENA esq. FRAY GENEROSO PEREZ,57.136.093.023.388,614.361.396.314.189
24/11/2013 02:15,CANELONES,N/C,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,74,M,0,AUTO,RUTA 8 VIEJA km. 59700,62.242.611.287.559,616.327.416.880.455
24/11/2013 05:30,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,27,M,0,,AVENIDA INGENIERO LUIS GIANNATTASIO esq. AV. A LA PLAYA,58.961.344.546.387,614.146.895.366.035
24/11/2013 07:15,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,48,M,4,MOTO,GENERAL MANUEL ORIBE esq. VEINTICINCO DE AGOSTO,59.596.684.727.111,649.128.353.802.921
24/11/2013 09:30,PAYSANDU,PAYSANDU,DEPARTAMENTAL,ATROPELLO DE ANIMALES,MOTO,PASAJERO,77,F,6,,BOULEVARD GENERAL JOSE G. ARTIGAS esq. DAMASO ANTONIO LARRANAGA,39.929.382.020.976,642.445.790.153.892
26/11/2013 19:00,CANELONES,LA PAZ,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,CAMIONETA,AVENIDA BOLIVIA esq. CON. A SANTOS LUGARES,57.011.776.730.876,615.525.260.472.186
26/11/2013 20:10,COLONIA,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,AUTO,PASAJERO,,M,0,,RUTA 50 Km. 13,43.929.405.094.266,620.387.026.351.451
26/11/2013 20:10,COLONIA,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,AUTO,PASAJERO,74,F,0,,RUTA 50 Km. 13,43.929.405.094.266,620.387.026.351.451
26/11/2013 20:10,COLONIA,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,AUTO,PASAJERO,84,F,0,,RUTA 50 Km. 13,43.929.405.094.266,620.387.026.351.451
28/11/2013 16:50,RIO NEGRO,SAN JAVIER,DEPARTAMENTAL,DESPISTE,TRACTOR,CONDUCTOR,18,M,0,,Acceso Sur,,
28/11/2013 17:00,ARTIGAS,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,41,M,0,,RUTA 30 km. 151,5.559.714.225,66.180.448.267
29/11/2013 17:00,MALDONADO,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,69,M,1,,RUTA 93 km. 116 - ROTONDA CLUB DEL LAGO,67.785.709.828.036,613.851.512.596.265
29/11/2013 17:25,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,78,F,1,CAMIONETA,BOULEVARD GENERAL ARTIGAS esq. AVELINO MIRANDA,57.628.571.297.848,613.853.500.856.796
30/11/2013 04:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,DESPISTE,MOTO,PASAJERO,16,F,14,,CAMINO MALDONADO esq. CAMINO CHACARITA DE LOS PADRES,58.121.649.905.044,614.500.060.545.031
30/11/2013 16:30,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,37,F,0,,RUTA 3 km. 464,4.155.757.811.732,649.767.070.956.105
30/11/2013 16:30,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,60,M,1,,RUTA 3 km. 464,4.155.757.811.732,649.767.070.956.105
1/12/2013 4:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,19,M,0,,CAMINO FRANCISCO LECOCQ esq. BOULEVARD JOSE BATLLE Y ORDONEZ,56.988.574.715.689,614.684.404.579.211
1/12/2013 21:50,COLONIA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,,M,0,CAMION,RUTA 21 km. 259,37.015.347.127.908,625.190.275.375.239
2/12/2013 3:00,CERRO LARGO,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,5,M,0,,RUTA 44 Km. 38,,
2/12/2013 15:55,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,29,M,0,CUADRICICLO,GRECIA esq. AUSTRIA,56.848.483.079.934,614.019.023.207.163
2/12/2013 18:20,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,OMNIBUS,CONDUCTOR,23,F,0,CAMION,BOULEVARD APARICIO SARAVIA esq. JACINTO TRAPANI,57.667.409.435.399,614.496.045.695.194
4/12/2013 6:10,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,21,M,0,CAMIONETA,AVENIDA OCHO DE OCTUBRE esq. ALFEREZ REAL,57.917.250.901.465,614.196.074.118.651
6/12/2013 21:30,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,27,F,1,CAMIONETA,RUTA 1 esq. CAMINO DE LA CAPILLA,56.391.913.780.462,614.375.329.618.196
7/12/2013 12:32,FLORIDA,FLORIDA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,1,AUTO,FIGUEREDO esq. LUIS EDUARDO PEREZ,57.252.028.377.554,622.566.665.060.623
7/12/2013 17:20,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,46,M,1,CAMIONETA,RUTA 87 km. 47 - Arroyo Tropa Vieja,60.557.053.808.225,615.416.459.996.993
8/12/2013 8:20,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,51,M,0,CAMION,RUTA 3 km. 359,,
9/12/2013 11:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,86,M,2,CAMIONETA,GENERAL AGUILAR esq. MELO,57.422.022.016.671,613.968.709.807.561
9/12/2013 14:00,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,16,M,1,CAMIONETA,CAMINO CARMELO COLMAN esq. DIECIOCHO DE JULIO,57.088.741.861.798,615.614.749.463.959
11/12/2013 13:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,OMNIBUS,BERNA esq. POLONIA,5.678.696.529.812,614.026.376.740.669
11/12/2013 19:50,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,21,M,1,AUTO,DOCTOR POUEY esq. DOCTOR FRANCISCO SOCA,57.106.453.339.614,615.672.121.462.046
12/12/2013 17:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,17,M,0,OMNIBUS,RIO DE JANEIRO esq. INGLATERRA,56.835.551.031.022,613.852.202.462.735
12/12/2013 19:30,CANELONES,N/C,NACIONAL,CAIDA,MOTO,CONDUCTOR,35,M,0,PEATON,RUTA 107 km.20,5.671.992.548.194,617.824.177.397.388
12/12/2013 20:20,FLORIDA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,56,M,1,AUTO,RUTA 5 km. 94,57.444.563.709.442,62.253.434.062.114
13/12/2013 01:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,42,M,1,OMNIBUS,GALICIA esq. YI,57.402.742.476.472,613.773.163.306.002
13/12/2013 19:30,CERRO LARGO,MELO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,51,M,2,MOTO,CONTINUACION HIGUERAS esq. CONCORDIA,76.740.793.590.076,641.325.455.580.912
14/12/2013 07:00,SORIANO,MERCEDES,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,21,M,0,,AVENIDA ASENCIO esq. CRISTOBAL COLON,40.391.664.821.883,632.106.492.762.943
15/12/2013 04:30,CERRO LARGO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,68,M,0,CAMIONETA,RUTA 8 km. 402,7.665.122.085.793,641.814.241.302.702
17/12/2013 09:30,CERRO LARGO,RIO BRANCO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,72,M,10,CAMIONETA,JOAQUIN ANTONIO GUNDIN esq. DIEZ DE JUNIO,83.999.899.382.183,638.844.005.140.038
17/12/2013 18:00,CANELONES,PANDO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,50,M,0,CAMIONETA,GENERAL ARTIGAS esq. CARLOS ROXLO,59.493.934.089.286,615.822.787.029.082
17/12/2013 20:05,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,61,M,1,OMNIBUS,AVENIDA DOCTOR CARLOS MARIA RAMIREZ esq. MANUEL HERRERA Y OBES,57.074.593.820.832,614.243.426.609.882
20/12/2013 14:50,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,F,0,AUTO,RUTA 36 km. 29,,
20/12/2013 19:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,61,F,3,AUTO,AVENIDA DON PEDRO DE MENDOZA esq. CAMINO CAPITAN CORALIO LACOSTA,57.623.702.153.914,615.173.758.863.045
21/12/2013 13:40,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,9,F,1,AUTO,RUTA 6 km. 41,58.700.345.547.116,617.143.118.759.812
22/12/2013 17:15,SAN JOSE,COLONIA SAN JOAQUIN,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,35,M,19,,CAMINO DE LA COSTA km. 12,51.108.102.618.655,618.445.948.452.414
23/12/2013 16:45,CANELONES,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,38,M,1,,RUTA 12 Km 82,61.085.426.489.726,619.978.762.950.487
23/12/2013 17:00,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,44,M,0,CAMION,RUTA 12 Km 79,,
24/12/2013 17:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,44,F,6,MOTO,GRECIA esq. AVENIDA DOCTOR CARLOS MARIA RAMIREZ,5.684.222.449.727,614.065.658.313.365
25/12/2013 01:55,SAN JOSE,CIUDAD DEL PLATA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,0,AUTO,RUTA 1 vieja km. 29,,
25/12/2013 14:00,CANELONES,JOAQUIN SUAREZ,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,30,F,5,,CAMINO TOMAS BERRETA a 2 km. de Ruta 84,59.084.352.763.711,615.710.020.960.092
26/12/2013 10:50,DURAZNO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,F,5,AUTO,RUTA 5 km. 178,54.697.269.639.771,630.082.044.540.588
27/12/2013 08:35,LAVALLEJA,MINAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,2,F,1,CAMIONETA,JOSE ENRIQUE RODO esq. CORONEL B. SILVEIRA,66.238.698.326.297,619.481.429.470.106
28/12/2013 20:20,COLONIA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,82,M,0,CAMIONETA,RUTA 22 km. 39,,
29/12/2013 14:50,LAVALLEJA,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,53,M,0,,RUTA 8 km. 215,,
30/12/2013 00:00,CANELONES,CAPITAN JUAN ARTIGAS,NACIONAL,DESPISTE,MOTO,CONDUCTOR,39,M,0,,RUTA 8 km. 28,,
31/12/2013 08:50,ARTIGAS,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,61,F,0,,RUTA 30 km. 164,,
31/12/2013 19:30,ROCHA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,36,M,1,AUTO,RUTA 9 km. 321,82.198.467.902.938,624.807.022.528.194
31/12/2013 21:11,RIVERA,RIVERA,DEPARTAMENTAL,CAIDA,CAMION,PASAJERO,17,M,0,,DOCTOR RAUL PARODI esq. LALO MENDOZA,63.833.027.428.187,657.636.182.936.176
1/1/2014 7:30,CERRO LARGO,ISIDORO NOBLIA,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,26,M,1,,CAMINO SAN DIEGO KM 63,7.714.315.468.876,645.962.670.152.524
1/1/2014 22:58,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,41,M,2,CAMION,CAMINO DOMINGO ARENA esq. AVENIDA DON PEDRO DE MENDOZA,5.771.165.056.759,614.671.741.746.812
2/1/2014 17:20,TREINTA Y TRES,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,31,M,0,,RUTA 17 km. 303,7.585.213.639,63.251.157.868
3/1/2014 8:50,CANELONES,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,9,M,0,CAMION,DOCTOR CRISTOBAL CENDAN esq. CAMINO MELGAREJO,5.654.761.735.579,618.042.143.365.621
4/1/2014 0:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,24,M,26,AUTO,BOULEVARD GENERAL ARTIGAS esq. AVENIDA INGENIERO LUIS PONCE,5.764.054.936.533,61.370.700.637.237
4/1/2014 9:05,CANELONES,N/C,NACIONAL,CAIDA,MOTO,CONDUCTOR,65,M,0,,RUTA 33 km. 23,,
5/1/2014 11:00,TACUAREMBO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,26,M,0,AUTO,RUTA 43 km. 44,6.068.042.937,6.403.090.437
5/1/2014 11:00,TACUAREMBO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,21,F,0,AUTO,RUTA 43 km. 44,6.068.042.937,6.403.090.437
5/1/2014 18:40,SAN JOSE,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,MOTO,PASAJERO,44,M,1,,RUTA 23 km. 114,49.089.480.880.411,624.027.608.306.235
6/1/2014 22:30,MALDONADO,PIRIAPOLIS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,50,M,1,CAMIONETA,RUTA 37 esq. MAUA,65.826.267.888.319,614.294.306.919.354
7/1/2014 11:40,ARTIGAS,ARTIGAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,65,M,2,MOTO,GENERAL JUAN ANTONIO LAVALLEJA esq. SARANDI,55.093.630.744.662,663.685.288.510.772
9/1/2014 6:45,MALDONADO,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,69,M,2,AUTO,ALBERTO CL CARACARA esq. MANUEL FRANCA,6.887.672.059.782,613.641.028.275.401
9/1/2014 9:00,TREINTA Y TRES,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,58,M,0,,RUTA 8 km. 315,74.770.670.072.767,634.647.391.648.964
9/1/2014 9:00,TREINTA Y TRES,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,53,F,0,,RUTA 8 km. 315,74.770.670.072.767,634.647.391.648.964
10/1/2014 17:25,SAN JOSE,N/C,NACIONAL,DESPISTE,CAMION,CONDUCTOR,46,M,0,,RUTA 3 km. 128,,
11/1/2014 7:00,PAYSANDU,PAYSANDU,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,59,M,3,,DAMASO ANTONIO LARRANAGA esq. INDEPENDENCIA,39.769.176.282.526,642.468.718.476.661
11/1/2014 8:00,ROCHA,BARRA DE CHUY,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,23,M,0,,CAMINO ACCESO A BARRA DE CHUY,83.227.470.283.275,625.741.930.472.783
11/1/2014 8:00,ROCHA,BARRA DE CHUY,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,23,M,0,,CAMINO ACCESO A BARRA DE CHUY,83.227.470.283.275,625.741.930.472.783
11/1/2014 8:00,ROCHA,BARRA DE CHUY,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,24,M,0,,CAMINO ACCESO A BARRA DE CHUY,83.227.470.283.275,625.741.930.472.783
11/1/2014 8:00,ROCHA,BARRA DE CHUY,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,25,M,0,,CAMINO ACCESO A BARRA DE CHUY,83.227.470.283.275,625.741.930.472.783
11/1/2014 16:20,CANELONES,PANDO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,33,M,23,OMNIBUS,AVENIDA JOSE PEDRO VARELA esq. CESAR PIOVENE,59.530.882.807.523,615.771.467.555.076
11/1/2014 19:00,CANELONES,TOLEDO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,50,M,0,MOTO,RUTA 33 km. 23,58.105.312.451.342,615.594.000.936.385
11/1/2014 19:00,CANELONES,TOLEDO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,44,M,0,MOTO,RUTA 33 km. 23,58.105.312.451.342,615.594.000.936.385
